language,morpheme_id,form,modern_usage,gloss
old_scandinavian,old-norse:svithningr,svithningr,Swinith,Burnt clearing
old_scandinavian,old-norse:sík,sík,Syke,"Brook, River, Stream"
old_scandinavian,old-norse:sól,sól,Sol,"Bright, Shining, Sunny"
old_scandinavian,old-norse:sól,sól,Sul,"Bright, Shining, Sunny"
old_scandinavian,old-norse:tjorn,tjorn,tjorn,"Pond, Pool"
old_scandinavian,old-norse:varp,varp,warp,"Alluvial land, Silt, Warp"
old_scandinavian,old-norse:vath,vath,wath,"Drayage, Ford, Portage"
old_scandinavian,old-norse:vither,vither,with,"Forest, Grove, Wood"
old_scandinavian,old-norse:vorthr,vorthr,War,"Look-out, Watch"
old_scandinavian,old-norse:vorthr,vorthr,Ward,"Look-out, Watch"
old_scandinavian,old-norse:á-mót,á-mót,Eamont,River confluence
